,1,2,3,4,5,mean_tpr,std_tpr,fpr
28,1.0,0.9991319444444444,1.0,0.9991311902693311,0.9991311902693311,0.9994788649966214,0.00047572909439313056,0.2828282828282829
29,1.0,0.9991319444444444,1.0,0.9991311902693311,0.9991311902693311,0.9994788649966214,0.00047572909439313056,0.29292929292929293
30,1.0,0.9991319444444444,1.0,0.9991311902693311,0.9991311902693311,0.9994788649966214,0.00047572909439313056,0.30303030303030304
31,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.31313131313131315
32,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.32323232323232326
33,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.33333333333333337
34,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.3434343434343435
35,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.3535353535353536
36,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.36363636363636365
37,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.37373737373737376
38,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.38383838383838387
39,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.393939393939394
40,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.4040404040404041
41,1.0,0.9991319444444444,1.0,0.9991311902693311,1.0,0.9996526269427551,0.000475660223042033,0.4141414141414142
42,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.42424242424242425
43,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.43434343434343436
44,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.4444444444444445
45,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.4545454545454546
46,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.4646464646464647
47,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.4747474747474748
48,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.48484848484848486
49,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.494949494949495
50,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5050505050505051
51,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5151515151515152
52,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5252525252525253
53,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5353535353535354
54,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5454545454545455
55,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5555555555555556
56,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5656565656565657
57,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5757575757575758
58,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.5858585858585859
59,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.595959595959596
60,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6060606060606061
61,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6161616161616162
62,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6262626262626263
63,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6363636363636365
64,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6464646464646465
65,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6565656565656566
66,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6666666666666667
67,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.6767676767676768
68,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.686868686868687
69,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.696969696969697
70,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7070707070707072
71,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7171717171717172
72,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7272727272727273
73,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7373737373737375
74,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7474747474747475
75,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7575757575757577
76,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7676767676767677
77,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.7777777777777778
78,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.787878787878788
79,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.797979797979798
80,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8080808080808082
81,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8181818181818182
82,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8282828282828284
83,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8383838383838385
84,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8484848484848485
85,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8585858585858587
86,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8686868686868687
87,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8787878787878789
88,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.888888888888889
89,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.8989898989898991
90,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9090909090909092
91,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9191919191919192
92,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9292929292929294
93,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9393939393939394
94,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9494949494949496
95,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9595959595959597
96,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9696969696969697
97,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.9797979797979799
98,1.0,0.9991319444444444,1.0,1.0,1.0,0.999826388888889,0.00038820624609372454,0.98989898989899
99,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
